[4657, 9]
[1122, 2]
[1528, 3]
[4282, 8]
[3053, 6]
[4609, 9]
[1754, 3]
[3670, 7]
[3749, 7]
[2614, 5]
[376, 0]
[3290, 6]
[1723, 3]
[1529, 3]
[1237, 2]
[3561, 7]
[2563, 5]
[3684, 7]
[1859, 3]
[1650, 3]
[1293, 2]
[1377, 2]
[3226, 6]
[571, 1]
[77, 0]
[2505, 5]
[1254, 2]
[1298, 2]
[3263, 6]
[3248, 6]
[2228, 4]
[4554, 9]
[4580, 9]
[1830, 3]
[1043, 2]
[1032, 2]
[3766, 7]
[4377, 8]
[3292, 6]
[721, 1]
[3572, 7]
[4056, 8]
[2710, 5]
[1287, 2]
[2884, 5]
[227, 0]
[866, 1]
[1575, 3]
[8, 0]
[1521, 3]
[1710, 3]
[3158, 6]
[737, 1]
[3513, 7]
[2074, 4]
[4002, 8]
[1657, 3]
[2637, 5]
[4816, 9]
[98, 0]
[1636, 3]
[4373, 8]
[4079, 8]
[4533, 9]
[3041, 6]
[664, 1]
[2155, 4]
[2041, 4]
[316, 0]
[757, 1]
[3697, 7]
[1297, 2]
[4276, 8]
[2104, 4]
[2216, 4]
[1519, 3]
[4004, 8]
[3764, 7]
[207, 0]
[4384, 8]
[2564, 5]
[539, 1]
[2324, 4]
[4713, 9]
[816, 1]
[2121, 4]
[1019, 2]
[1815, 3]
[4786, 9]
[878, 1]
[3519, 7]
[1116, 2]
[4570, 9]
[2320, 4]
[3856, 7]
[4103, 8]
[286, 0]
[152, 0]
[2586, 5]
[4878, 9]
[631, 1]
[4705, 9]
[4143, 8]
[160, 0]
[3286, 6]
[136, 0]
[3785, 7]
[4597, 9]
[2677, 5]
[1363, 2]
[1252, 2]
[4247, 8]
[3282, 6]
[2190, 4]
[2595, 5]
[2113, 4]
[3855, 7]
[3611, 7]
[3848, 7]
[2670, 5]
[5, 0]
[53, 0]
[2826, 5]
[2316, 4]
[4154, 8]
[4106, 8]
[4332, 8]
[542, 1]
[3840, 7]
[2689, 5]
[2037, 4]
[2340, 4]
[569, 1]
[1343, 2]
[4289, 8]
[2099, 4]
[1061, 2]
[1886, 3]
[3169, 6]
[3283, 6]
[4064, 8]
[4015, 8]
[339, 0]
[343, 0]
[3331, 6]
[2187, 4]
[4232, 8]
[4295, 8]
[4646, 9]
[1769, 3]
[2765, 5]
[1760, 3]
[3887, 7]
[1221, 2]
[1188, 2]
[4161, 8]
[1182, 2]
[892, 1]
[4229, 8]
[2021, 4]
[707, 1]
[4531, 9]
[4067, 8]
[3858, 7]
[1804, 3]
[2836, 5]
[109, 0]
[3333, 6]
[4594, 9]
[3642, 7]
[111, 0]
[3536, 7]
[3163, 6]
[3734, 7]
[2729, 5]
[1189, 2]
[3733, 7]
[4223, 8]
[1766, 3]
[4302, 8]
[589, 1]
[4723, 9]
[2741, 5]
[386, 0]
[673, 1]
[520, 1]
[4346, 8]
[692, 1]
[4399, 8]
[852, 1]
[274, 0]
[663, 1]
[824, 1]
[3253, 6]
[1021, 2]
[3829, 7]
[196, 0]
[877, 1]
[1368, 2]
[1062, 2]
[3348, 6]
[4273, 8]
[3828, 7]
[2541, 5]
[3297, 6]
[607, 1]
[1035, 2]
[2572, 5]
[3629, 7]
[3783, 7]
[3164, 6]
[638, 1]
[3653, 7]
[4208, 8]
[4306, 8]
[3009, 6]
[749, 1]
[1399, 2]
[353, 0]
[861, 1]
[4303, 8]
[570, 1]
[4770, 9]
[1696, 3]
[2383, 4]
[1618, 3]
[4612, 9]
[1898, 3]
[1110, 2]
[3700, 7]
[364, 0]
[4118, 8]
[897, 1]
[2801, 5]
[4381, 8]
[387, 0]
[1593, 3]
[2650, 5]
[3571, 7]
[3374, 6]
[1634, 3]
[2556, 5]
[3384, 6]
[4333, 8]
[3609, 7]
[554, 1]
[1239, 2]
[4879, 9]
[14, 0]
[817, 1]
[3651, 7]
[4844, 9]
[121, 0]
[2755, 5]
[3767, 7]
[3386, 6]
[2878, 5]
[4502, 9]
[719, 1]
[4014, 8]
[3891, 7]
[683, 1]
[1568, 3]
[2311, 4]
[3605, 7]
[1360, 2]
[4176, 8]
[3864, 7]
[650, 1]
[593, 1]
[694, 1]
[2359, 4]
[314, 0]
[2110, 4]
[267, 0]
[3103, 6]
[4317, 8]
[550, 1]
[3143, 6]
[1644, 3]
[2582, 5]
[1329, 2]
[4724, 9]
[4039, 8]
[1881, 3]
[1112, 2]
[796, 1]
[3224, 6]
[78, 0]
[4799, 9]
[4785, 9]
[2001, 4]
[584, 1]
[3721, 7]
[1876, 3]
[525, 1]
[4, 0]
[504, 1]
[534, 1]
[1258, 2]
[2810, 5]
[2725, 5]
[2823, 5]
[4360, 8]
[567, 1]
[4221, 8]
[2226, 4]
[2674, 5]
[2038, 4]
[1020, 2]
[1680, 3]
[3381, 6]
[3001, 6]
[2221, 4]
[3702, 7]
[891, 1]
[4677, 9]
[1677, 3]
[1034, 2]
[1302, 2]
[3243, 6]
[2877, 5]
[558, 1]
[3620, 7]
[1352, 2]
[2806, 5]
[4392, 8]
[4579, 9]
[3668, 7]
[3176, 6]
[3575, 7]
[1605, 3]
[2339, 4]
[676, 1]
[311, 0]
[3241, 6]
[672, 1]
[4053, 8]
[4828, 9]
[1663, 3]
[733, 1]
[4640, 9]
[759, 1]
[2080, 4]
[3057, 6]
[3325, 6]
[1386, 2]
[2587, 5]
[785, 1]
[4703, 9]
[3371, 6]
[4254, 8]
[3736, 7]
[4672, 9]
[4658, 9]
[3392, 6]
[3229, 6]
[2032, 4]
[2142, 4]
[4363, 8]
[3894, 7]
[874, 1]
[3204, 6]
[92, 0]
[3339, 6]
[3538, 7]
[4394, 8]
[2523, 5]
[2005, 4]
[3522, 7]
[4805, 9]
[2732, 5]
[563, 1]
[4084, 8]
[3740, 7]
[4321, 8]
[3732, 7]
[2300, 4]
[3555, 7]
[76, 0]
[3016, 6]
[3528, 7]
[1233, 2]
[2118, 4]
[1770, 3]
[3039, 6]
[4167, 8]
[2337, 4]
[4509, 9]
[4780, 9]
[3800, 7]
[295, 0]
[3197, 6]
[4511, 9]
[3621, 7]
[86, 0]
[3707, 7]
[4632, 9]
[4370, 8]
[4335, 8]
[3101, 6]
[4615, 9]
[2798, 5]
[3181, 6]
[3378, 6]
[336, 0]
[2173, 4]
[647, 1]
[502, 1]
[3076, 6]
[556, 1]
[1839, 3]
[4601, 9]
[4292, 8]
[3698, 7]
